Video ID,Segment ID,Modality,Start frame,End frame,Duration(frames),Start time(s),End time(s),Duration(s),Violence Type (Video),Violence label(video),Video Type,Violence Type (Text),Texts,Memo,Violence(Sound) Type1,Sound type1,sound_start_frame1,sound_end_frame1,Violence(Sound) Type2,Sound type2,sound_start_frame2,sound_end_frame2,Violence(Sound) Type3,Sound type3,sound_start_frame3,sound_end_frame3,Violence(Sound) Type4,Sound type4,sound_start_frame4,sound_end_frame4,Violence(Sound) Type5,Sound type5,sound_start_frame5,sound_end_frame5,Violence(Sound) Type6,Sound type6,sound_start_frame6,sound_end_frame6,Violence(Sound) Type7,Sound type7,sound_start_frame7,sound_end_frame7,Violence(Sound) Type8,Sound type8,sound_start_frame8,sound_end_frame8,Violence(Sound) Type9,Sound type9,sound_start_frame9,sound_end_frame9,Violence(Sound) Type10,Sound type10,sound_start_frame10,sound_end_frame10,Violence(Sound) Type11,Sound type11,sound_start_frame11,sound_end_frame11,Filename,Segment Position
246,246_4,"Multimodal(Video, Text)",646,717,72,21.55,23.92,2.37,violent,1,CCTV,Violent,ATTACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246_Woman Talks About Violent Robbery.mp4,4
246,246_5,"Multimodal(Video, Text)",718,740,23,23.96,24.69,0.73,non-violent,0,News,Violent,ATTACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246_Woman Talks About Violent Robbery.mp4,5
246,246_6,Unimodal(Video),741,1171,431,24.72,39.07,14.35,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246_Woman Talks About Violent Robbery.mp4,6
246,246_7,Unimodal(Video),1172,1323,152,39.11,44.14,5.03,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246_Woman Talks About Violent Robbery.mp4,7
246,246_8,Unimodal(Video),1324,1710,387,44.18,57.06,12.88,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246_Woman Talks About Violent Robbery.mp4,8
246,246_9,Unimodal(Video),1711,1785,75,57.09,59.56,2.47,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246_Woman Talks About Violent Robbery.mp4,9
246,246_10,Unimodal(Video),1786,1897,112,59.59,63.3,3.71,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246_Woman Talks About Violent Robbery.mp4,10
246,246_11,Unimodal(Video),1898,2478,581,63.33,82.68,19.35,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246_Woman Talks About Violent Robbery.mp4,11
246,246_12,Unimodal(Video),2479,2579,101,82.72,86.05,3.33,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246_Woman Talks About Violent Robbery.mp4,12
246,246_13,Unimodal(Video),2580,2910,331,86.09,97.1,11.01,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246_Woman Talks About Violent Robbery.mp4,13
246,246_14,Unimodal(Video),2911,3046,136,97.13,101.63,4.5,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246_Woman Talks About Violent Robbery.mp4,14
246,246_15,Unimodal(Video),3047,3220,174,101.67,107.44,5.77,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246_Woman Talks About Violent Robbery.mp4,15
246,246_16,Unimodal(Video),3221,3431,211,107.47,114.48,7.01,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246_Woman Talks About Violent Robbery.mp4,16
247,247_1,Unimodal(Video),0,136,137,0,4.54,4.54,non-violent,0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247_Police video of accused player shown in hockey sexual assault trial.mp4,1
247,247_2,Unimodal(Video),137,217,81,4.57,7.24,2.67,non-violent,0,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247_Police video of accused player shown in hockey sexual assault trial.mp4,2
247,247_3,Unimodal(Video),218,528,311,7.27,17.62,10.35,non-violent,0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247_Police video of accused player shown in hockey sexual assault trial.mp4,3
247,247_5,Unimodal(Video),622,909,288,20.75,30.33,9.58,non-violent,0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247_Police video of accused player shown in hockey sexual assault trial.mp4,5
247,247_6,Unimodal(Video),910,1636,727,30.36,54.59,24.23,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247_Police video of accused player shown in hockey sexual assault trial.mp4,6
247,247_7,Unimodal(Video),1637,2644,1008,54.62,88.22,33.6,non-violent,0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247_Police video of accused player shown in hockey sexual assault trial.mp4,7
247,247_8,Unimodal(Video),2645,2723,79,88.25,90.86,2.61,non-violent,0,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247_Police video of accused player shown in hockey sexual assault trial.mp4,8
247,247_9,Unimodal(Video),2737,3733,997,91.32,124.56,33.24,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247_Police video of accused player shown in hockey sexual assault trial.mp4,9
247,247_10,Unimodal(Video),3734,3913,180,124.59,130.56,5.97,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247_Police video of accused player shown in hockey sexual assault trial.mp4,10
248,248_1,Unimodal(Video),0,36,37,0,1.2,1.2,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248_Video shows Phoenix officer being assaulted by suspect.mp4,1
248,248_2,Unimodal(Video),37,67,31,1.23,2.24,1.01,non-violent,0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248_Video shows Phoenix officer being assaulted by suspect.mp4,2
248,248_3,Unimodal(Video),68,262,195,2.27,8.74,6.47,violent,1,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248_Video shows Phoenix officer being assaulted by suspect.mp4,3
248,248_4,Unimodal(Video),270,1992,1723,9.01,66.47,57.46,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248_Video shows Phoenix officer being assaulted by suspect.mp4,4
248,248_5,Unimodal(Video),1993,2221,229,66.5,74.11,7.61,non-violent,0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248_Video shows Phoenix officer being assaulted by suspect.mp4,5
248,248_6,Unimodal(Video),2222,2344,123,74.14,78.21,4.07,violent,1,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248_Video shows Phoenix officer being assaulted by suspect.mp4,6
248,248_7,Unimodal(Video),2345,2495,151,78.24,83.25,5.01,non-violent,0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248_Video shows Phoenix officer being assaulted by suspect.mp4,7
248,248_8,Unimodal(Video),2496,2737,242,83.28,91.32,8.04,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248_Video shows Phoenix officer being assaulted by suspect.mp4,8
248,248_9,Unimodal(Video),2738,2889,152,91.36,96.4,5.04,violent,1,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248_Video shows Phoenix officer being assaulted by suspect.mp4,9
248,248_10,Unimodal(Video),2890,2939,50,96.43,98.06,1.63,non-violent,0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248_Video shows Phoenix officer being assaulted by suspect.mp4,10
248,248_11,Unimodal(Video),2940,3798,859,98.1,126.73,28.63,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248_Video shows Phoenix officer being assaulted by suspect.mp4,11
249,249_1,Unimodal(Video),0,103,104,0,3.44,3.44,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249_Video captures attack on TSA officers at MIA.mp4,1
249,249_2,Unimodal(Video),108,285,178,3.6,9.51,5.91,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249_Video captures attack on TSA officers at MIA.mp4,2
249,249_3,Unimodal(Video),292,329,38,9.74,10.98,1.24,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249_Video captures attack on TSA officers at MIA.mp4,3
249,249_4,Unimodal(Video),336,732,397,11.21,24.42,13.21,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249_Video captures attack on TSA officers at MIA.mp4,4
249,249_5,Unimodal(Video),739,814,76,24.66,27.16,2.5,non-violent,0,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249_Video captures attack on TSA officers at MIA.mp4,5
249,249_6,Unimodal(Video),815,862,48,27.19,28.76,1.57,violent,1,CCTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249_Video captures attack on TSA officers at MIA.mp4,6
249,249_7,"Multimodal(Video, Text)",863,1049,187,28.8,35,6.2,violent,1,CCTV,Violent,ASSAULTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249_Video captures attack on TSA officers at MIA.mp4,7
249,249_8,"Multimodal(Video, Text)",1054,1055,2,35.17,35.2,0.03,none,,Others,Violent,ASSAULTED,White screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249_Video captures attack on TSA officers at MIA.mp4,8
249,249_9,"Multimodal(Video, Text)",1059,1136,78,35.33,37.9,2.57,non-violent,0,CCTV,Violent,ASSAULTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249_Video captures attack on TSA officers at MIA.mp4,9
249,249_10,"Multimodal(Video, Text)",1137,1379,243,37.94,46.01,8.07,violent,1,CCTV,Violent,ASSAULTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249_Video captures attack on TSA officers at MIA.mp4,10
249,249_11,"Multimodal(Video, Text)",1392,1965,574,46.45,65.56,19.11,non-violent,0,News,Violent,ASSAULTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249_Video captures attack on TSA officers at MIA.mp4,11
249,249_12,"Multimodal(Video, Text)",1981,2139,159,66.1,71.37,5.27,violent,1,CCTV,Violent,ASSAULTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249_Video captures attack on TSA officers at MIA.mp4,12
249,249_13,"Multimodal(Video, Text)",2140,2285,146,71.4,76.24,4.84,non-violent,0,CCTV,Violent,ASSAULTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249_Video captures attack on TSA officers at MIA.mp4,13
249,249_14,Unimodal(Video),2296,2333,38,76.61,77.84,1.23,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249_Video captures attack on TSA officers at MIA.mp4,14
249,249_15,Unimodal(Video),2341,2726,386,78.11,90.96,12.85,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249_Video captures attack on TSA officers at MIA.mp4,15
250,250_1,Unimodal(Video),0,1196,1197,0,19.95,19.95,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250_Chicago police release video showing violent clash with protesters near Christopher Columbus statue.mp4,1
250,250_2,Unimodal(Video),1197,1701,505,19.97,28.38,8.41,violent,1,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250_Chicago police release video showing violent clash with protesters near Christopher Columbus statue.mp4,2
250,250_3,Unimodal(Video),1720,2642,923,28.7,44.08,15.38,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250_Chicago police release video showing violent clash with protesters near Christopher Columbus statue.mp4,3
250,250_4,Unimodal(Video),2643,2767,125,44.09,46.16,2.07,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250_Chicago police release video showing violent clash with protesters near Christopher Columbus statue.mp4,4
250,250_5,Unimodal(Video),2781,3071,291,46.4,51.23,4.83,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250_Chicago police release video showing violent clash with protesters near Christopher Columbus statue.mp4,5
250,250_6,Unimodal(Video),3087,4056,970,51.5,67.67,16.17,violent,1,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250_Chicago police release video showing violent clash with protesters near Christopher Columbus statue.mp4,6
250,250_7,Unimodal(Video),4071,5055,985,67.92,84.33,16.41,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250_Chicago police release video showing violent clash with protesters near Christopher Columbus statue.mp4,7
250,250_8,Unimodal(Video),5071,5307,237,84.6,88.54,3.94,violent,1,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250_Chicago police release video showing violent clash with protesters near Christopher Columbus statue.mp4,8
250,250_9,Unimodal(Video),5323,6485,1163,88.8,108.19,19.39,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250_Chicago police release video showing violent clash with protesters near Christopher Columbus statue.mp4,9
250,250_10,Unimodal(Video),6501,6721,221,108.46,112.13,3.67,violent,1,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250_Chicago police release video showing violent clash with protesters near Christopher Columbus statue.mp4,10
250,250_11,Unimodal(Video),6735,8141,1407,112.36,135.82,23.46,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250_Chicago police release video showing violent clash with protesters near Christopher Columbus statue.mp4,11
251,251_1,Unimodal(Video),0,5382,5383,0,179.58,179.58,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"251_Raw video Man shot by family friend after domestic violence incident, police say.mp4",1
252,252_1,Unimodal(Video),0,33,34,0,1.1,1.1,none,,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"252_CM Punk drops Seth Rollins with a GTS Raw highlights, May 26, 2025.mp4",1
252,252_2,"Multimodal(Video, Sound)",61,608,548,2.03,20.27,18.24,non-violent,0,Others,,,Sports broadcast,Non-violent,Shouting,90,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"252_CM Punk drops Seth Rollins with a GTS Raw highlights, May 26, 2025.mp4",2
252,252_3,"Multimodal(Video, Sound)",609,805,197,20.3,26.83,6.53,violent,1,Others,,,Sports broadcast,Non-violent,Shouting,609,805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"252_CM Punk drops Seth Rollins with a GTS Raw highlights, May 26, 2025.mp4",3
252,252_4,"Multimodal(Video, Sound)",806,1594,789,26.87,53.13,26.26,non-violent,0,Others,,,Sports broadcast,Non-violent,Shouting,806,1410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"252_CM Punk drops Seth Rollins with a GTS Raw highlights, May 26, 2025.mp4",4
252,252_5,Unimodal(Video),1620,1683,64,54,56.1,2.1,none,,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"252_CM Punk drops Seth Rollins with a GTS Raw highlights, May 26, 2025.mp4",5
253,253_1,"Multimodal(Video, Text)",0,272,273,0,9.07,9.07,non-violent,0,Self-filmed,Violent,"Armed, bullets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253_Security camera shows men posing as technicians dodge bullets and fail to break in to apartment.mp4,1
253,253_2,Unimodal(Video),273,1180,908,9.1,39.33,30.23,non-violent,0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253_Security camera shows men posing as technicians dodge bullets and fail to break in to apartment.mp4,2
253,253_3,"Multimodal(Video, Sound)",1181,1246,66,39.37,41.53,2.16,violent,1,Self-filmed,,,,Violent,Others,1200,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253_Security camera shows men posing as technicians dodge bullets and fail to break in to apartment.mp4,3
253,253_4,"Multimodal(Video, Sound)",1247,1297,51,41.57,43.23,1.66,non-violent,0,Self-filmed,,,,Violent,Others,1290,1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253_Security camera shows men posing as technicians dodge bullets and fail to break in to apartment.mp4,4
253,253_5,"Multimodal(Video, Sound)",1298,1402,105,43.27,46.73,3.46,violent,1,Self-filmed,,,,Violent,Others,1298,1380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253_Security camera shows men posing as technicians dodge bullets and fail to break in to apartment.mp4,5
253,253_6,"Multimodal(Video, Sound)",1403,1513,111,46.77,50.43,3.66,non-violent,0,Self-filmed,,,,Violent,Others,1440,1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253_Security camera shows men posing as technicians dodge bullets and fail to break in to apartment.mp4,6
253,253_7,"Multimodal(Video, Sound)",1514,1638,125,50.47,54.6,4.13,violent,1,Self-filmed,,,,Violent,Others,1514,1638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253_Security camera shows men posing as technicians dodge bullets and fail to break in to apartment.mp4,7
253,253_8,"Multimodal(Video, Sound)",1639,1789,151,54.63,59.63,5,violent,1,Self-filmed,,,,Violent,Others,1639,1650,Violent,Gunshot,1665,1770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253_Security camera shows men posing as technicians dodge bullets and fail to break in to apartment.mp4,8
254,254_1,Unimodal(Video),0,427,428,0,7.12,7.12,non-violent,0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254_Man recording in the street gets confronted by woman ????????.mp4,1
254,254_2,"Multimodal(Video, Text)",428,503,76,7.13,8.38,1.25,non-violent,0,Self-filmed,Violent,shooting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254_Man recording in the street gets confronted by woman ????????.mp4,2
254,254_3,Unimodal(Video),504,668,165,8.4,11.13,2.73,non-violent,0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254_Man recording in the street gets confronted by woman ????????.mp4,3
254,254_4,"Multimodal(Video, Text)",669,755,87,11.15,12.58,1.43,non-violent,0,Self-filmed,Violent,shoot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254_Man recording in the street gets confronted by woman ????????.mp4,4
254,254_5,Unimodal(Video),756,3579,2824,12.6,59.65,47.05,non-violent,0,Self-filmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254_Man recording in the street gets confronted by woman ????????.mp4,5
255,255_1,Unimodal(Video),0,255,256,0,10.2,10.2,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255_Dash cam captures amusing road rage attack  9 News Australia.mp4,1
255,255_2,Unimodal(Video),256,528,273,10.24,21.12,10.88,non-violent,0,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255_Dash cam captures amusing road rage attack  9 News Australia.mp4,2
255,255_3,Unimodal(Video),529,557,29,21.16,22.28,1.12,violent,1,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255_Dash cam captures amusing road rage attack  9 News Australia.mp4,3
255,255_4,Unimodal(Video),558,627,70,22.32,25.08,2.76,non-violent,0,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255_Dash cam captures amusing road rage attack  9 News Australia.mp4,4
255,255_5,Unimodal(Video),628,671,44,25.12,26.84,1.72,violent,1,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255_Dash cam captures amusing road rage attack  9 News Australia.mp4,5
255,255_6,Unimodal(Video),672,790,119,26.88,31.6,4.72,non-violent,0,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255_Dash cam captures amusing road rage attack  9 News Australia.mp4,6
255,255_7,Unimodal(Video),791,840,50,31.64,33.6,1.96,violent,1,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255_Dash cam captures amusing road rage attack  9 News Australia.mp4,7
255,255_8,"Multimodal(Video, Sound)",841,1112,272,33.64,44.48,10.84,non-violent,0,Dashcam,,,,Violent,Others,1100,1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255_Dash cam captures amusing road rage attack  9 News Australia.mp4,8
255,255_9,"Multimodal(Video, Sound)",1113,1155,43,44.52,46.2,1.68,violent,1,Dashcam,,,,Violent,Others,1113,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255_Dash cam captures amusing road rage attack  9 News Australia.mp4,9
255,255_10,Unimodal(Video),1156,1210,55,46.24,48.4,2.16,non-violent,0,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255_Dash cam captures amusing road rage attack  9 News Australia.mp4,10
255,255_11,Unimodal(Video),1211,1270,60,48.44,50.8,2.36,violent,1,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255_Dash cam captures amusing road rage attack  9 News Australia.mp4,11
255,255_12,Unimodal(Video),1271,1550,280,50.84,62,11.16,non-violent,0,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255_Dash cam captures amusing road rage attack  9 News Australia.mp4,12
255,255_13,Unimodal(Video),1551,1575,25,62.04,63,0.96,violent,1,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255_Dash cam captures amusing road rage attack  9 News Australia.mp4,13
255,255_14,Unimodal(Video),1576,1693,118,63.04,67.72,4.68,non-violent,0,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255_Dash cam captures amusing road rage attack  9 News Australia.mp4,14
255,255_15,Unimodal(Video),1694,1717,24,67.76,68.68,0.92,violent,1,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255_Dash cam captures amusing road rage attack  9 News Australia.mp4,15
255,255_16,Unimodal(Video),1718,1730,13,68.72,69.2,0.48,non-violent,0,Dashcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255_Dash cam captures amusing road rage attack  9 News Australia.mp4,16
255,255_17,Unimodal(Video),1731,1732,2,69.24,69.28,0.04,none,,Others,,,Black screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255_Dash cam captures amusing road rage attack  9 News Australia.mp4,17
255,255_18,Unimodal(Video),1733,1939,207,69.32,77.56,8.24,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255_Dash cam captures amusing road rage attack  9 News Australia.mp4,18
256,256_1,Unimodal(Video),0,150,151,0,5,5,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256_Non-violent offenses can be concealed from public record under new law.mp4,1
256,256_2,Unimodal(Video),151,2084,1934,5.04,69.54,64.5,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256_Non-violent offenses can be concealed from public record under new law.mp4,2
256,256_3,"Multimodal(Video, Text)",2085,2294,210,69.57,76.54,6.97,non-violent,0,News,Violent,"CRIME, CRIMINAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256_Non-violent offenses can be concealed from public record under new law.mp4,3
256,256_4,Unimodal(Video),2300,2311,12,76.74,77.11,0.37,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256_Non-violent offenses can be concealed from public record under new law.mp4,4
257,257_1,Unimodal(Video),0,44,45,0,1.47,1.47,none,,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257_Body camera video shows deadly police confrontation.mp4,1
257,257_2,Unimodal(Video),45,45,1,1.5,1.5,0,violent,1,Combination,,,News+Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257_Body camera video shows deadly police confrontation.mp4,2
257,257_3,Unimodal(Video),46,177,132,1.53,5.91,4.38,violent,1,Combination,,DEADLY CONFRONTATION,News+Bodycam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257_Body camera video shows deadly police confrontation.mp4,3
257,257_4,"Multimodal(Video, Sound)",178,629,452,5.94,20.99,15.05,violent,1,Combination,,DEADLY CONFRONTATION,News+Bodycam,Violent,Shouting,180,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257_Body camera video shows deadly police confrontation.mp4,4
257,257_5,Unimodal(Video),636,636,1,21.22,21.22,0,none,,Others,,,White screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257_Body camera video shows deadly police confrontation.mp4,5
257,257_6,"Multimodal(Video, Text)",642,642,1,21.42,21.42,0,non-violent,0,News,Violent,DEADLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257_Body camera video shows deadly police confrontation.mp4,6
257,257_7,Unimodal(Video),643,758,116,21.45,25.29,3.84,non-violent,0,News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257_Body camera video shows deadly police confrontation.mp4,7
